Type;Utility Action;Utility Premise;Proof;Applied Action;attr;my_gain;highest_gain;subset_size;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.054888791921294;0.227522623260367;21;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(breast-quad) = 0.227522623260367;REMOVE breast-quad FROM SPLIT CONSIDERATION;irradiat;0.054888791921294;0.227522623260367;21;
DECIDE;Add New Node;Highest gain has been determined.;gain(breast-quad) = 0.227522623260367;CREATE NODE FOR breast-quad;irradiat;0.054888791921294;0.227522623260367;21;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(breast-quad = left_low) = no-recurrence-events;CREATE LEAF FOR breast-quad = left_low;irradiat;0.054888791921294;0.227522623260367;21;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = right_up) = DISTINCT;ITERATE FURTHER ON breast-quad = right_up;irradiat;0.054888791921294;0.227522623260367;21;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.054888791921294;0.227522623260367;5;
INFER;Calculate Attribute Gain; ; ;;age;0.170950594454669;0;5;
INFER;Select best attribute; ; ;;age;0.170950594454669;0.170950594454669;5;
INFER;Calculate Attribute Gain; ; ;;menopause;0.0199730940219749;0.170950594454669;5;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.570950594454669;0.170950594454669;5;
INFER;Select best attribute; ; ;;inv-nodes;0.570950594454669;0.570950594454669;5;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.170950594454669;0.570950594454669;5;
INFER;Calculate Attribute Gain; ; ;;breast;0.321928094887362;0.570950594454669;5;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0199730940219749;0.570950594454669;5;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(inv-nodes) = 0.570950594454669;REMOVE inv-nodes FROM SPLIT CONSIDERATION;irradiat;0.0199730940219749;0.570950594454669;5;
DECIDE;Add New Node;Highest gain has been determined.;gain(inv-nodes) = 0.570950594454669;CREATE NODE FOR inv-nodes;irradiat;0.0199730940219749;0.570950594454669;5;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = 0-2) = DISTINCT;ITERATE FURTHER ON inv-nodes = 0-2;irradiat;0.0199730940219749;0.570950594454669;5;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.0199730940219749;0.570950594454669;2;
INFER;Calculate Attribute Gain; ; ;;age;1;0;2;
INFER;Select best attribute; ; ;;age;1;1;2;
INFER;Calculate Attribute Gain; ; ;;menopause;1;1;2;
INFER;Calculate Attribute Gain; ; ;;node-caps;1;1;2;
INFER;Calculate Attribute Gain; ; ;;breast;0;1;2;
INFER;Calculate Attribute Gain; ; ;;irradiat;0;1;2;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 1;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0;1;2;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 1;CREATE NODE FOR age;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 30-39) = 0;NOTHING TO DO FOR age = 30-39;irradiat;0;1;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = no-recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0;1;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 60-69) = recurrence-events;CREATE LEAF FOR age = 60-69;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 50-59) = 0;NOTHING TO DO FOR age = 50-59;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0;1;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to 0-2;irradiat;0;1;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 0-2 considered fully.;MOVE UP TO ATTRIBUTE. Back to right_up;irradiat;0;1;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 6-aug) = no-recurrence-events;CREATE LEAF FOR inv-nodes = 6-aug;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 9-nov) = 0;NOTHING TO DO FOR inv-nodes = 9-nov;irradiat;0;1;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 3-mei) = recurrence-events;CREATE LEAF FOR inv-nodes = 3-mei;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 15-17) = 0;NOTHING TO DO FOR inv-nodes = 15-17;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = dec-14) = 0;NOTHING TO DO FOR inv-nodes = dec-14;irradiat;0;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 24-26) = 0;NOTHING TO DO FOR inv-nodes = 24-26;irradiat;0;1;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;inv-nodes  considered fully.;MOVE UP TO VALUE. Back to right_up;irradiat;0;1;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;breast-quad = right_up considered fully.;MOVE UP TO ATTRIBUTE. Back to 30-34;irradiat;0;1;2;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = left_up) = DISTINCT;ITERATE FURTHER ON breast-quad = left_up;irradiat;0;1;2;
INFER;Receive Subset For Iteration; ; ;;irradiat;0;1;7;
INFER;Calculate Attribute Gain; ; ;;age;0.198117421130404;0;7;
INFER;Select best attribute; ; ;;age;0.198117421130404;0.198117421130404;7;
INFER;Calculate Attribute Gain; ; ;;menopause;0.29169199713806;0.198117421130404;7;
INFER;Select best attribute; ; ;;menopause;0.29169199713806;0.29169199713806;7;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.521640636343319;0.29169199713806;7;
INFER;Select best attribute; ; ;;inv-nodes;0.521640636343319;0.521640636343319;7;
INFER;Calculate Attribute Gain; ; ;;node-caps;0;0.521640636343319;7;
INFER;Calculate Attribute Gain; ; ;;breast;0.469565211114707;0.521640636343319;7;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.00597771142377412;0.521640636343319;7;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(inv-nodes) = 0.521640636343319;REMOVE inv-nodes FROM SPLIT CONSIDERATION;irradiat;0.00597771142377412;0.521640636343319;7;
DECIDE;Add New Node;Highest gain has been determined.;gain(inv-nodes) = 0.521640636343319;CREATE NODE FOR inv-nodes;irradiat;0.00597771142377412;0.521640636343319;7;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = 0-2) = DISTINCT;ITERATE FURTHER ON inv-nodes = 0-2;irradiat;0.00597771142377412;0.521640636343319;7;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.00597771142377412;0.521640636343319;4;
INFER;Calculate Attribute Gain; ; ;;age;0.311278124459133;0;4;
INFER;Select best attribute; ; ;;age;0.311278124459133;0.311278124459133;4;
INFER;Calculate Attribute Gain; ; ;;menopause;0.311278124459133;0.311278124459133;4;
INFER;Calculate Attribute Gain; ; ;;node-caps;0;0.311278124459133;4;
INFER;Calculate Attribute Gain; ; ;;breast;0;0.311278124459133;4;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.122556248918266;0.311278124459133;4;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.311278124459133;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0.122556248918266;0.311278124459133;4;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.311278124459133;CREATE NODE FOR age;irradiat;0.122556248918266;0.311278124459133;4;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(age = 30-39) = DISTINCT;ITERATE FURTHER ON age = 30-39;irradiat;0.122556248918266;0.311278124459133;4;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.122556248918266;0.311278124459133;2;
INFER;Calculate Attribute Gain; ; ;;menopause;0;0;2;
INFER;Calculate Attribute Gain; ; ;;node-caps;0;0;2;
INFER;Calculate Attribute Gain; ; ;;breast;0;0;2;
INFER;Calculate Attribute Gain; ; ;;irradiat;0;0;2;
DECIDE;Add New Best Guess Leaf;Subset could not be further distinguished.;classifier(UNDETERMINED = 30-39) = DISTINCT & AttributeCount = 0;CREATE BEST GUESS LEAF FOR UNDETERMINED = 30-39;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;age = 30-39 considered fully.;MOVE UP TO ATTRIBUTE. Back to 0-2;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = no-recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 60-69) = no-recurrence-events;CREATE LEAF FOR age = 60-69;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 50-59) = 0;NOTHING TO DO FOR age = 50-59;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0;0;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to 0-2;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 0-2 considered fully.;MOVE UP TO ATTRIBUTE. Back to left_up;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 6-aug) = no-recurrence-events;CREATE LEAF FOR inv-nodes = 6-aug;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 9-nov) = recurrence-events;CREATE LEAF FOR inv-nodes = 9-nov;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 3-mei) = recurrence-events;CREATE LEAF FOR inv-nodes = 3-mei;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 15-17) = 0;NOTHING TO DO FOR inv-nodes = 15-17;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = dec-14) = 0;NOTHING TO DO FOR inv-nodes = dec-14;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 24-26) = 0;NOTHING TO DO FOR inv-nodes = 24-26;irradiat;0;0;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;inv-nodes  considered fully.;MOVE UP TO VALUE. Back to left_up;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;breast-quad = left_up considered fully.;MOVE UP TO ATTRIBUTE. Back to 30-34;irradiat;0;0;2;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = right_low) = DISTINCT;ITERATE FURTHER ON breast-quad = right_low;irradiat;0;0;2;
INFER;Receive Subset For Iteration; ; ;;irradiat;0;0;3;
INFER;Calculate Attribute Gain; ; ;;age;0.91829583405449;0;3;
INFER;Select best attribute; ; ;;age;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;menopause;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.91829583405449;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;breast;0.251629167387823;0.91829583405449;3;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.91829583405449;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.91829583405449;CREATE NODE FOR age;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 30-39) = 0;NOTHING TO DO FOR age = 30-39;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = no-recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 60-69) = 0;NOTHING TO DO FOR age = 60-69;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 50-59) = recurrence-events;CREATE LEAF FOR age = 50-59;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to right_low;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;breast-quad = right_low considered fully.;MOVE UP TO ATTRIBUTE. Back to 30-34;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(breast-quad = central) = recurrence-events;CREATE LEAF FOR breast-quad = central;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;breast-quad  considered fully.;MOVE UP TO VALUE. Back to 30-34;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;tumor-size = 30-34 considered fully.;MOVE UP TO ATTRIBUTE. Back to 2;irradiat;0.91829583405449;0.91829583405449;3;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 20-24) = DISTINCT;ITERATE FURTHER ON tumor-size = 20-24;irradiat;0.91829583405449;0.91829583405449;3;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.91829583405449;0.91829583405449;27;
INFER;Calculate Attribute Gain; ; ;;age;0.00288432736021318;0;27;
INFER;Select best attribute; ; ;;age;0.00288432736021318;0.00288432736021318;27;
INFER;Calculate Attribute Gain; ; ;;menopause;0.0368879313809765;0.00288432736021318;27;
INFER;Select best attribute; ; ;;menopause;0.0368879313809765;0.0368879313809765;27;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.0363475506330636;0.0368879313809765;27;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0203400133912263;0.0368879313809765;27;
INFER;Calculate Attribute Gain; ; ;;breast;0.0401478999948615;0.0368879313809765;27;
INFER;Select best attribute; ; ;;breast;0.0401478999948615;0.0401478999948615;27;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.11541419411266;0.0401478999948615;27;
INFER;Select best attribute; ; ;;breast-quad;0.11541419411266;0.11541419411266;27;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0668740739401564;0.11541419411266;27;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(breast-quad) = 0.11541419411266;REMOVE breast-quad FROM SPLIT CONSIDERATION;irradiat;0.0668740739401564;0.11541419411266;27;
DECIDE;Add New Node;Highest gain has been determined.;gain(breast-quad) = 0.11541419411266;CREATE NODE FOR breast-quad;irradiat;0.0668740739401564;0.11541419411266;27;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = left_low) = DISTINCT;ITERATE FURTHER ON breast-quad = left_low;irradiat;0.0668740739401564;0.11541419411266;27;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.0668740739401564;0.11541419411266;8;
INFER;Calculate Attribute Gain; ; ;;age;0.393155878465832;0;8;
INFER;Select best attribute; ; ;;age;0.393155878465832;0.393155878465832;8;
INFER;Calculate Attribute Gain; ; ;;menopause;0.13792538097003;0.393155878465832;8;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.143155878465832;0.393155878465832;8;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0487949406953985;0.393155878465832;8;
INFER;Calculate Attribute Gain; ; ;;breast;0.311278124459133;0.393155878465832;8;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0487949406953985;0.393155878465832;8;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.393155878465832;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0.0487949406953985;0.393155878465832;8;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.393155878465832;CREATE NODE FOR age;irradiat;0.0487949406953985;0.393155878465832;8;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 30-39) = recurrence-events;CREATE LEAF FOR age = 30-39;irradiat;0.0487949406953985;0.393155878465832;8;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(age = 40-49) = DISTINCT;ITERATE FURTHER ON age = 40-49;irradiat;0.0487949406953985;0.393155878465832;8;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.0487949406953985;0.393155878465832;5;
INFER;Calculate Attribute Gain; ; ;;menopause;0;0;5;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.170950594454669;0;5;
INFER;Select best attribute; ; ;;inv-nodes;0.170950594454669;0.170950594454669;5;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.321928094887362;0.170950594454669;5;
INFER;Select best attribute; ; ;;node-caps;0.321928094887362;0.321928094887362;5;
INFER;Calculate Attribute Gain; ; ;;breast;0.419973094021975;0.321928094887362;5;
INFER;Select best attribute; ; ;;breast;0.419973094021975;0.419973094021975;5;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0199730940219749;0.419973094021975;5;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(breast) = 0.419973094021975;REMOVE breast FROM SPLIT CONSIDERATION;irradiat;0.0199730940219749;0.419973094021975;5;
DECIDE;Add New Node;Highest gain has been determined.;gain(breast) = 0.419973094021975;CREATE NODE FOR breast;irradiat;0.0199730940219749;0.419973094021975;5;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast = left) = DISTINCT;ITERATE FURTHER ON breast = left;irradiat;0.0199730940219749;0.419973094021975;5;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.0199730940219749;0.419973094021975;3;
INFER;Calculate Attribute Gain; ; ;;menopause;0;0;3;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.251629167387823;0;3;
INFER;Select best attribute; ; ;;inv-nodes;0.251629167387823;0.251629167387823;3;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.251629167387823;0.251629167387823;3;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.251629167387823;0.251629167387823;3;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(inv-nodes) = 0.251629167387823;REMOVE inv-nodes FROM SPLIT CONSIDERATION;irradiat;0.251629167387823;0.251629167387823;3;
DECIDE;Add New Node;Highest gain has been determined.;gain(inv-nodes) = 0.251629167387823;CREATE NODE FOR inv-nodes;irradiat;0.251629167387823;0.251629167387823;3;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(inv-nodes = 0-2) = DISTINCT;ITERATE FURTHER ON inv-nodes = 0-2;irradiat;0.251629167387823;0.251629167387823;3;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.251629167387823;0.251629167387823;2;
INFER;Calculate Attribute Gain; ; ;;menopause;0;0;2;
INFER;Calculate Attribute Gain; ; ;;node-caps;0;0;2;
INFER;Calculate Attribute Gain; ; ;;irradiat;0;0;2;
DECIDE;Add New Best Guess Leaf;Subset could not be further distinguished.;classifier(UNDETERMINED = 0-2) = DISTINCT & AttributeCount = 0;CREATE BEST GUESS LEAF FOR UNDETERMINED = 0-2;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;inv-nodes = 0-2 considered fully.;MOVE UP TO ATTRIBUTE. Back to left;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 6-aug) = 0;NOTHING TO DO FOR inv-nodes = 6-aug;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 9-nov) = 0;NOTHING TO DO FOR inv-nodes = 9-nov;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 3-mei) = recurrence-events;CREATE LEAF FOR inv-nodes = 3-mei;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 15-17) = 0;NOTHING TO DO FOR inv-nodes = 15-17;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = dec-14) = 0;NOTHING TO DO FOR inv-nodes = dec-14;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 24-26) = 0;NOTHING TO DO FOR inv-nodes = 24-26;irradiat;0;0;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;inv-nodes  considered fully.;MOVE UP TO VALUE. Back to left;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;breast = left considered fully.;MOVE UP TO ATTRIBUTE. Back to 40-49;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(breast = right) = no-recurrence-events;CREATE LEAF FOR breast = right;irradiat;0;0;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;breast  considered fully.;MOVE UP TO VALUE. Back to 40-49;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;age = 40-49 considered fully.;MOVE UP TO ATTRIBUTE. Back to left_low;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 60-69) = recurrence-events;CREATE LEAF FOR age = 60-69;irradiat;0;0;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 50-59) = no-recurrence-events;CREATE LEAF FOR age = 50-59;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0;0;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0;0;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to left_low;irradiat;0;0;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;breast-quad = left_low considered fully.;MOVE UP TO ATTRIBUTE. Back to 20-24;irradiat;0;0;2;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = right_up) = DISTINCT;ITERATE FURTHER ON breast-quad = right_up;irradiat;0;0;2;
INFER;Receive Subset For Iteration; ; ;;irradiat;0;0;2;
INFER;Calculate Attribute Gain; ; ;;age;0;0;2;
INFER;Calculate Attribute Gain; ; ;;menopause;0;0;2;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;1;0;2;
INFER;Select best attribute; ; ;;inv-nodes;1;1;2;
INFER;Calculate Attribute Gain; ; ;;node-caps;1;1;2;
INFER;Calculate Attribute Gain; ; ;;breast;0;1;2;
INFER;Calculate Attribute Gain; ; ;;irradiat;1;1;2;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(inv-nodes) = 1;REMOVE inv-nodes FROM SPLIT CONSIDERATION;irradiat;1;1;2;
DECIDE;Add New Node;Highest gain has been determined.;gain(inv-nodes) = 1;CREATE NODE FOR inv-nodes;irradiat;1;1;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 0-2) = no-recurrence-events;CREATE LEAF FOR inv-nodes = 0-2;irradiat;1;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 6-aug) = 0;NOTHING TO DO FOR inv-nodes = 6-aug;irradiat;1;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 9-nov) = 0;NOTHING TO DO FOR inv-nodes = 9-nov;irradiat;1;1;2;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(inv-nodes = 3-mei) = recurrence-events;CREATE LEAF FOR inv-nodes = 3-mei;irradiat;1;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 15-17) = 0;NOTHING TO DO FOR inv-nodes = 15-17;irradiat;1;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = dec-14) = 0;NOTHING TO DO FOR inv-nodes = dec-14;irradiat;1;1;2;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(inv-nodes = 24-26) = 0;NOTHING TO DO FOR inv-nodes = 24-26;irradiat;1;1;2;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;inv-nodes  considered fully.;MOVE UP TO VALUE. Back to right_up;irradiat;1;1;2;
DECIDE;Move Up To Parent Attribute;The complete subset of this attribute-value combination has been resolved.;breast-quad = right_up considered fully.;MOVE UP TO ATTRIBUTE. Back to 20-24;irradiat;1;1;2;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = left_up) = DISTINCT;ITERATE FURTHER ON breast-quad = left_up;irradiat;1;1;2;
INFER;Receive Subset For Iteration; ; ;;irradiat;1;1;12;
INFER;Calculate Attribute Gain; ; ;;age;0.0787930072922422;0;12;
INFER;Select best attribute; ; ;;age;0.0787930072922422;0.0787930072922422;12;
INFER;Calculate Attribute Gain; ; ;;menopause;0.146535423317819;0.0787930072922422;12;
INFER;Select best attribute; ; ;;menopause;0.146535423317819;0.146535423317819;12;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.0768690417668889;0.146535423317819;12;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0768690417668889;0.146535423317819;12;
INFER;Calculate Attribute Gain; ; ;;breast;0.0430047120529974;0.146535423317819;12;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0229871889792326;0.146535423317819;12;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(menopause) = 0.146535423317819;REMOVE menopause FROM SPLIT CONSIDERATION;irradiat;0.0229871889792326;0.146535423317819;12;
DECIDE;Add New Node;Highest gain has been determined.;gain(menopause) = 0.146535423317819;CREATE NODE FOR menopause;irradiat;0.0229871889792326;0.146535423317819;12;
